,Word,NumberOfMeanings,POS,Term1,Term2,Term3,Term4,Term5,Term6,Unnamed: 9
397,aid,6,(verb),help,better (generic term),improve (generic term),amend (generic term),ameliorate (generic term),meliorate (generic term),
398,aide,2,(noun),adjutant,aide-de-camp,military officer (generic term),officer (generic term),,,
399,aide,2,(noun),auxiliary,assistant (generic term),helper (generic term),help (generic term),supporter (generic term),,
400,aim,11,(noun),purpose,intent,intention,design,goal (generic term),end (generic term),
401,aim,11,(noun),object,objective,target,goal (generic term),end (generic term),,
402,aim,11,(noun),steering (generic term),guidance (generic term),direction (generic term),,,,
403,aim,11,(noun),bearing,heading,direction (generic term),way (generic term),,,
404,aim,11,(verb),take,train,take aim,direct,position (generic term),,
405,aim,11,(verb),purpose,purport,propose,intend (generic term),mean (generic term),think (generic term),
406,aim,11,(verb),drive,get,mean (generic term),intend (generic term),,,
407,aim,11,(verb),calculate,direct,intend (generic term),destine (generic term),designate (generic term),specify (generic term),
408,aim,11,(verb),target,place,direct,point,aim (generic term),take (generic term),
409,aim,11,(verb),mean (generic term),intend (generic term),,,,,
410,aim,11,(verb),draw a bead on,aspire,shoot for,plan (generic term),be after (generic term),,
411,air,15,(adj),aerial (similar term),aerial (similar term),flying (similar term),free-flying (similar term),land (antonym),sea (antonym),
412,air,15,(noun),gas (generic term),,,,,,
413,air,15,(noun),air travel,aviation,travel (generic term),traveling (generic term),travelling (generic term),,
414,air,15,(noun),region (generic term),part (generic term),,,,,
415,air,15,(noun),airwave,medium (generic term),,,,,
416,air,15,(noun),breeze,zephyr,gentle wind,wind (generic term),air current (generic term),current of air (generic term),
417,air,15,(noun),aura,atmosphere,quality (generic term),,,,
418,air,15,(noun),atmosphere,region (generic term),part (generic term),,,,
419,air,15,(noun),tune,melody,strain,melodic line,line,melodic phrase,
420,air,15,(noun),element (generic term),,,,,,
421,air,15,(verb),air out,aerate,expose (generic term),,,,
422,air,15,(verb),send,broadcast,beam,transmit,publicize (generic term),publicise (generic term),
423,air,15,(verb),publicize,publicise,bare,tell (generic term),,,
424,air,15,(verb),dry (generic term),dry out (generic term),,,,,
425,air,15,(verb),vent,ventilate,air out,refresh (generic term),freshen (generic term),,
426,aircraft,1,(noun),craft (generic term),,,,,,
427,airline,2,(noun),air hose,hose (generic term),hosepipe (generic term),,,,
428,airline,2,(noun),airline business,airway,line (generic term),,,,
429,airport,1,(noun),airdrome,aerodrome,drome,airfield (generic term),landing field (generic term),flying field (generic term),
430,album,2,(noun),record album,medium (generic term),,,,,
431,album,2,(noun),book (generic term),volume (generic term),,,,,
432,alcohol,2,(noun),alcoholic beverage,intoxicant,inebriant,beverage (generic term),drink (generic term),drinkable (generic term),
433,alcohol,2,(noun),liquid (generic term),,,,,,
434,alive,7,(adj),live,liveborn (similar term),viable (similar term),vital (similar term),animate (related term),dead (antonym),
435,alive,7,(adj),lively (similar term),,,,,,
436,alive,7,(adj),animated,enlivened (similar term),spirited (similar term),full of life (similar term),lively (similar term),vital (similar term),
437,alive,7,(adj),sensitive (similar term),,,,,,
438,alive,7,(adj),active,existent (similar term),existing (similar term),,,,
439,alive,7,(adj),alert,awake,aware (similar term),cognizant (similar term),cognisant (similar term),,
440,alive,7,(adj),live,active (similar term),,,,,
441,all,3,(adj),each (similar term),every (similar term),every last (similar term),every (similar term),some (antonym),no (antonym),
442,all,3,(adj),complete (similar term),,,,,,
443,all,3,(adv),wholly,entirely,completely,totally,altogether,whole,
444,alliance,5,(noun),confederation,coalition (generic term),fusion (generic term),,,,
445,alliance,5,(noun),bond,connection (generic term),connexion (generic term),connectedness (generic term),,,
446,alliance,5,(noun),coalition,alignment,alinement,organization (generic term),organisation (generic term),nonalignment (antonym),
447,alliance,5,(noun),treaty (generic term),pact (generic term),accord (generic term),,,,
448,alliance,5,(noun),confederation,group action (generic term),,,,,
449,allow,10,(verb),let,permit,prevent (antonym),,,,
450,allow,10,(verb),permit,let,countenance,accept (generic term),consent (generic term),go for (generic term),
451,allow,10,(verb),grant,give (generic term),deny (antonym),,,,
452,allow,10,(verb),appropriate,earmark,set aside,reserve,assign (generic term),allot (generic term),
453,allow,10,(verb),leave,allow for,provide,yield (generic term),give (generic term),afford (generic term),
454,allow,10,(verb),take into account,calculate (generic term),estimate (generic term),reckon (generic term),count on (generic term),figure (generic term),
455,allow,10,(verb),admit,,,,,,
456,allow,10,(verb),give up,,,,,,
457,allow,10,(verb),discount (generic term),,,,,,
458,allow,10,(verb),permit,tolerate,permit (generic term),allow (generic term),let (generic term),countenance (generic term),
459,ally,3,(noun),state (generic term),nation (generic term),country (generic term),land (generic term),commonwealth (generic term),res publica (generic term),
460,ally,3,(noun),friend,associate (generic term),foe (antonym),,,,
461,ally,3,(verb),consort (generic term),associate (generic term),affiliate (generic term),assort (generic term),,,
462,almost,1,(adv),about,just about,most,all but,nearly,near,
463,alone,6,(adj),unsocial (similar term),,,,,,
464,alone,6,(adj),lone,lonely,solitary,unaccompanied (similar term),,,
465,alone,6,(adj),only,exclusive (similar term),,,,,
466,alone,6,(adj),unique,unequaled,unequalled,unparalleled,incomparable (similar term),uncomparable (similar term),
467,alone,6,(adv),entirely,exclusively,solely,only,,,
468,alone,6,(adv),solo,unaccompanied,,,,,
469,along,1,(adv),on,,,,,,
470,already,1,(adv),not yet (antonym),,,,,,
471,also,1,(adv),besides,too,likewise,as well,,,
472,alter,5,(verb),change,modify,,,,,
473,alter,5,(verb),change,vary,,,,,
474,alter,5,(verb),change (generic term),alter (generic term),modify (generic term),,,,
475,alter,5,(verb),interpolate,falsify,edit (generic term),redact (generic term),,,
476,alter,5,(verb),neuter,spay,castrate,sterilize (generic term),sterilise (generic term),desex (generic term),
477,alternative,4,(adj),alternate,secondary (similar term),,,,,
478,alternative,4,(adj),mutually exclusive,disjunctive (similar term),,,,,
479,alternative,4,(adj),unconventional (similar term),,,,,,
480,alternative,4,(noun),option,choice,decision making (generic term),deciding (generic term),,,
481,always,2,(adv),ever,e'er,never (antonym),,,,
482,always,2,(adv),forever,,,,,,
483,amazing,2,(adj),astonishing,surprising (similar term),,,,,
484,amazing,2,(adj),awe-inspiring,awesome,awful,awing,impressive (similar term),,
485,amount,6,(noun),magnitude (generic term),,,,,,
486,amount,6,(noun),sum,sum of money,amount of money,assets (generic term),,,
487,amount,6,(noun),measure,quantity,abstraction (generic term),,,,
488,amount,6,(noun),sum,total,quantity (generic term),,,,
489,amount,6,(verb),total,number,add up,come,be (generic term),,
490,amount,6,(verb),come,add up,become (generic term),turn (generic term),,,
491,analysis,6,(noun),investigation (generic term),investigating (generic term),,,,,
492,analysis,6,(noun),analytic thinking,reasoning (generic term),logical thinking (generic term),abstract thought (generic term),synthesis (antonym),,
493,analysis,6,(noun),criticism (generic term),literary criticism (generic term),,,,,
494,analysis,6,(noun),expressive style (generic term),style (generic term),,,,,
495,analysis,6,(noun),calculus (generic term),infinitesimal calculus (generic term),,,,,
496,analysis,6,(noun),psychoanalysis,depth psychology,psychotherapy (generic term),,,,
497,analyst,3,(noun),expert (generic term),,,,,,
498,analyst,3,(noun),expert (generic term),,,,,,
499,analyst,3,(noun),psychoanalyst,psychiatrist (generic term),head-shrinker (generic term),shrink (generic term),,,
500,analyze,4,(verb),analyse,study,examine,canvass,canvas,,
501,analyze,4,(verb),analyse,break down,dissect,take apart,synthesize (antonym),,
502,analyze,4,(verb),analyse,,,,,,
503,analyze,4,(verb),analyse,psychoanalyze,psychoanalyse,treat (generic term),care for (generic term),,
504,ancient,4,(adj),past (similar term),,,,,,
505,ancient,4,(adj),old (similar term),,,,,,
506,ancient,4,(noun),antediluvian,oldster (generic term),old person (generic term),senior citizen (generic term),golden ager (generic term),,
507,ancient,4,(noun),person (generic term),individual (generic term),someone (generic term),somebody (generic term),mortal (generic term),soul (generic term),
508,anger,5,(noun),choler,ire,emotion (generic term),,,,
509,anger,5,(noun),angriness,emotional arousal (generic term),,,,,
510,anger,5,(noun),wrath,ire,ira,mortal sin (generic term),deadly sin (generic term),,
511,anger,5,(verb),arouse (generic term),elicit (generic term),enkindle (generic term),kindle (generic term),evoke (generic term),fire (generic term),
512,anger,5,(verb),see red,feel (generic term),experience (generic term),,,,
513,angle,8,(noun),space (generic term),,,,,,
514,angle,8,(noun),slant,point of view (generic term),viewpoint (generic term),stand (generic term),standpoint (generic term),,
515,angle,8,(noun),Angle,European (generic term),,,,,
516,angle,8,(verb),travel (generic term),go (generic term),move (generic term),locomote (generic term),,,
517,angle,8,(verb),lean,tilt,tip,slant,bend (generic term),flex (generic term),
518,angle,8,(verb),fish,search (generic term),seek (generic term),look for (generic term),,,
519,angle,8,(verb),fish (generic term),,,,,,
520,angle,8,(verb),slant,weight,bias (generic term),predetermine (generic term),,,
521,angry,3,(adj),aggravated (similar term),provoked (similar term),angered (similar term),enraged (similar term),furious (similar term),infuriated (similar term),
522,angry,3,(adj),furious,raging,tempestuous,wild,stormy (similar term),,
523,angry,3,(adj),unhealthy (similar term),,,,,,
524,animal,3,(adj),carnal,fleshly,sensual,physical (similar term),,,
525,animal,3,(adj),alligator-like (similar term),amoeba-like (similar term),ameba-like (similar term),animallike (similar term),animal-like (similar term),antelope-like (similar term),
526,animal,3,(noun),animate being,beast,brute,creature,fauna,organism (generic term),
527,anniversary,1,(noun),day of remembrance,day (generic term),,,,,
528,announce,4,(verb),denote,inform (generic term),,,,,
529,announce,4,(verb),declare,state (generic term),say (generic term),tell (generic term),,,
530,announce,4,(verb),name (generic term),identify (generic term),,,,,
531,announce,4,(verb),annunciate,harbinger,foretell,herald,tell (generic term),,
532,annual,4,(adj),yearly,time period,period of time,period (related term),,,
533,annual,4,(adj),one-year,biennial (antonym),perennial (antonym),,,,
534,annual,4,(noun),plant (generic term),flora (generic term),plant life (generic term),,,,
535,annual,4,(noun),yearly,yearbook,reference book (generic term),reference (generic term),reference work (generic term),book of facts (generic term),
536,another,1,(adj),some other,other (similar term),,,,,
537,answer,15,(noun),reply,response,statement (generic term),,,,
538,answer,15,(noun),solution,result,resolution,solvent,statement (generic term),,
539,answer,15,(noun),reply (generic term),response (generic term),question (antonym),,,,
540,answer,15,(noun),pleading (generic term),,,,,,
